company_name,ticker,sector,sub_industry
Darden Restaurants,DRI,Consumer Discretionary,Restaurants
Darling Ingredients,DAR,Consumer Staples,unknown
Datadog,DDOG,Information Technology,Application Software
DaVita,DVA,Health Care,Health Care Facilities
Dayforce,DAY,Industrials,Human Resource & Employment Services
Deckers Brands,DECK,Consumer Discretionary,Footwear
Deere & Company,DE,Industrials,Agricultural & Farm Machinery
Delta Air Lines,DAL,Industrials,Passenger Airlines
Dell Technologies,DELL,Information Technology,"Technology Hardware, Storage & Peripherals"
Dentsply Sirona,XRAY,Health Care,Health Care Supplies
Devon Energy,DVN,Energy,Oil & Gas Exploration & Production
Dexcom,DXCM,Health Care,Health Care Equipment
Diamondback Energy,FANG,Energy,Oil & Gas Exploration & Production
Dick's Sporting Goods,DKS,Consumer Discretionary,Other Specialty Retail
Digital Realty,DLR,Real Estate,Data Center REITs
Dillard's,DDS,Consumer Discretionary,Broadline Retail
DocuSign,DOCU,Information Technology,Application Software
Dolby Laboratories,DLB,Information Technology,unknown
Dollar General,DG,Consumer Staples,Consumer Staples Merchandise Retail
Dollar Tree,DLTR,Consumer Staples,Consumer Staples Merchandise Retail
Dominion Energy,D,Utilities,Electric Utilities
Domino's,DPZ,Consumer Discretionary,Restaurants
Donaldson Company,DCI,Industrials,Industrial Machinery & Supplies & Components
DoorDash,DASH,Consumer Discretionary,Interactive Media & Services
DoubleVerify,DV,Information Technology,unknown
Dover Corporation,DOV,Industrials,Industrial Machinery & Supplies & Components
Dow Inc.,DOW,Materials,Commodity Chemicals
Doximity,DOCS,Health Care,unknown
DraftKings,DKNG,Consumer Discretionary,unknown
Dropbox,DBX,Information Technology,unknown
DT Midstream,DTM,Energy,unknown
DTE Energy,DTE,Utilities,Multi-Utilities
Duke Energy,DUK,Utilities,Electric Utilities
Dun & Bradstreet,DNB,Industrials,unknown
Duolingo,DUOL,Consumer Discretionary,Education Services
DuPont,DD,Materials,Specialty Chemicals
Dutch Bros. Coffee,BROS,Consumer Discretionary,Restaurants
DXC Technology,DXC,Information Technology,IT Consulting & Other Services
Dynatrace,DT,Information Technology,unknown
e.l.f. Beauty,ELF,Consumer Staples,Personal Care Products
Eagle Materials,EXP,Materials,Construction Materials
East West Bancorp,EWBC,Financials,Regional Banks
EastGroup Properties,EGP,Real Estate,unknown
Eastman Chemical Company,EMN,Materials,Diversified Chemicals
Eaton Corporation,ETN,Industrials,Electrical Components & Equipment
eBay,EBAY,Consumer Discretionary,Broadline Retail
Ecolab,ECL,Materials,Specialty Chemicals
Edison International,EIX,Utilities,Electric Utilities
Edwards Lifesciences,EW,Health Care,Health Care Equipment
Elanco,ELAN,Health Care,unknown
Elastic NV,ESTC,Information Technology,unknown
Electronic Arts,EA,Communication Services,Interactive Home Entertainment
Element Solutions,ESI,Materials,unknown
Elevance Health,ELV,Health Care,Managed Health Care
Emcor,EME,Industrials,Construction & Engineering
Emerson Electric,EMR,Industrials,Electrical Components & Equipment
Encompass Health,EHC,Health Care,Health Care Facilities
Enovis,ENOV,Health Care,Health Care Equipment
Enphase Energy,ENPH,Information Technology,Electronic Components
Entegris,ENTG,Information Technology,unknown
Entergy,ETR,Utilities,Electric Utilities
Envista,NVST,Health Care,Health Care Supplies
EOG Resources,EOG,Energy,Oil & Gas Exploration & Production
EPAM Systems,EPAM,Information Technology,IT Consulting & Other Services
EPR Properties,EPR,Real Estate,Other Specialized REITs
EQT Corporation,EQT,Energy,Oil & Gas Exploration & Production
Equifax,EFX,Industrials,Research & Consulting Services
Equinix,EQIX,Real Estate,Data Center REITs
Equitable Holdings,EQH,Financials,unknown
Equity Lifestyle Properties,ELS,Real Estate,unknown
Equity Residential,EQR,Real Estate,Residential REITs
ESAB,ESAB,Industrials,Industrial Machinery & Supplies & Components
Essential Utilities,WTRG,Utilities,Water Utilities
Essex Property Trust,ESS,Real Estate,Residential REITs
Estée Lauder Companies (The),EL,Consumer Staples,Personal Care Products
Etsy,ETSY,Consumer Discretionary,unknown
Euronet Worldwide,EEFT,Financials,Transaction & Payment Processing Services
Evercore,EVR,Financials,Investment Banking & Brokerage
Everest Group,EG,Financials,Reinsurance
Evergy,EVRG,Utilities,Electric Utilities
Eversource Energy,ES,Utilities,Multi-Utilities
Everus Construction Group,ECG,Industrials,Construction & Engineering
Exact Sciences,EXAS,Health Care,unknown
Exelixis,EXEL,Health Care,Biotechnology
Exelon,EXC,Utilities,Multi-Utilities
Expand Energy,EXE,Energy,Oil & Gas Exploration & Production
Expedia Group,EXPE,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Expeditors International,EXPD,Industrials,Air Freight & Logistics
Extra Space Storage,EXR,Real Estate,Self-Storage REITs
ExxonMobil,XOM,Energy,Integrated Oil & Gas
"F5, Inc.",FFIV,Information Technology,Communications Equipment
FactSet,FDS,Financials,Financial Exchanges & Data
Fair Isaac,FICO,Information Technology,Application Software
Fastenal,FAST,Industrials,Building Products
Federal Realty Investment Trust,FRT,Real Estate,Retail REITs
FedEx,FDX,Industrials,Air Freight & Logistics
Ferguson Enterprises,FERG,Industrials,Industrial Machinery & Supplies & Components
Fidelity National Financial,FNF,Financials,unknown
Fidelity National Information Services,FIS,Financials,Transaction & Payment Processing Services
Fifth Third Bancorp,FITB,Financials,Regional Banks
First American Financial Corporation,FAF,Financials,Property & Casualty Insurance
First Citizens BancShares,FCNCA,Financials,unknown
"First Hawaiian, Inc.",FHB,Financials,Regional Banks
First Horizon Corporation,FHN,Financials,Regional Banks
First Industrial Realty Trust,FR,Real Estate,unknown
First Solar,FSLR,Information Technology,Semiconductors
FirstEnergy,FE,Utilities,Electric Utilities
Fiserv,FI,Financials,Transaction & Payment Processing Services
Five Below,FIVE,Consumer Discretionary,Other Specialty Retail
Five9,FIVN,Information Technology,unknown
Floor & Decor,FND,Consumer Discretionary,Home Improvement Retail
Flowers Foods,FLO,Consumer Staples,Packaged Foods & Meats
Flowserve,FLS,Industrials,Industrial Machinery & Supplies & Components
FMC Corporation,FMC,Materials,Fertilizers & Agricultural Chemicals
FNB Corporation,FNB,Financials,Regional Banks
Ford Motor Company,F,Consumer Discretionary,Automobile Manufacturers
Fortinet,FTNT,Information Technology,Systems Software
Fortive,FTV,Industrials,Industrial Machinery & Supplies & Components
Fortrea,FTRE,Health Care,unknown
Fortune Brands Innovations,FBIN,Industrials,Building Products
Fox Corporation (Class A),FOXA,Communication Services,Movies & Entertainment
Fox Corporation (Class B),FOX,Communication Services,Movies & Entertainment
Franklin Templeton Investments,BEN,Financials,Asset Management & Custody Banks
Freeport-McMoRan,FCX,Materials,Copper
Freshpet,FRPT,Consumer Staples,unknown
Frontier Communications,FYBR,Communication Services,unknown
Frost Bank,CFR,Financials,Regional Banks
FTI Consulting,FCN,Industrials,Research & Consulting Services
GameStop,GME,Consumer Discretionary,Computer & Electronics Retail
Gaming and Leisure Properties,GLPI,Real Estate,unknown
Gap Inc.,GAP,Consumer Discretionary,Apparel Retail
Garmin,GRMN,Consumer Discretionary,Consumer Electronics
Gartner,IT,Information Technology,IT Consulting & Other Services
Gates Corporation,GTES,Industrials,unknown
GE Aerospace,GE,Industrials,Aerospace & Defense
GE HealthCare,GEHC,Health Care,Health Care Equipment
GE Vernova,GEV,Industrials,Industrial Machinery & Supplies & Components
Gen Digital,GEN,Information Technology,Application Software
Generac,GNRC,Industrials,Electrical Components & Equipment
General Dynamics,GD,Industrials,Aerospace & Defense
General Mills,GIS,Consumer Staples,Packaged Foods & Meats
General Motors,GM,Consumer Discretionary,Automobile Manufacturers
Genpact,G,Information Technology,IT Consulting & Other Services
Gentex,GNTX,Consumer Discretionary,Automotive Parts & Equipment
Genuine Parts Company,GPC,Consumer Discretionary,Automotive Parts & Equipment
Gilead Sciences,GILD,Health Care,Biotechnology
GitLab,GTLB,Information Technology,unknown
Global Payments,GPN,Financials,Transaction & Payment Processing Services
GlobalFoundries,GFS,Information Technology,unknown
Globant,GLOB,Information Technology,unknown
Globe Life,GL,Financials,Life & Health Insurance
Globus Medical,GMED,Health Care,Health Care Equipment
GoDaddy,GDDY,Information Technology,unknown
Goldman Sachs,GS,Financials,Investment Banking & Brokerage
Graco Inc.,GGG,Industrials,Industrial Machinery & Supplies & Components
"Grail, Inc.",GRAL,Health Care,Health Care Services
Grand Canyon Education,LOPE,Consumer Discretionary,Education Services
Graphic Packaging,GPK,Materials,unknown
Grocery Outlet,GO,Consumer Staples,Food Retail
Guidewire Software,GWRE,Information Technology,unknown
GXO Logistics,GXO,Industrials,Air Freight & Logistics
Halliburton,HAL,Energy,Oil & Gas Equipment & Services
Hanover Insurance,THG,Financials,Property & Casualty Insurance
Harley-Davidson,HOG,Consumer Discretionary,Motorcycle Manufacturers
Hartford (The),HIG,Financials,Property & Casualty Insurance
Hasbro,HAS,Consumer Discretionary,Leisure Products
Hayward Holdings,HAYW,Industrials,unknown
HCA Healthcare,HCA,Health Care,Health Care Facilities
Healthcare Realty Trust,HR,Real Estate,unknown
Healthpeak Properties,DOC,Real Estate,Health Care REITs
HEICO (Class A),HEI.A,Industrials,Aerospace & Defense
HEICO (Common),HEI,Industrials,Aerospace & Defense
Jack Henry & Associates,JKHY,Financials,Transaction & Payment Processing Services
Hershey Company (The),HSY,Consumer Staples,Packaged Foods & Meats
Hess Corporation,HES,Energy,Integrated Oil & Gas
Hewlett Packard Enterprise,HPE,Information Technology,"Technology Hardware, Storage & Peripherals"
Hexcel,HXL,Industrials,Aerospace & Defense
HF Sinclair,DINO,Energy,Oil & Gas Refining & Marketing
Highwoods Properties,HIW,Real Estate,unknown
Hilton Worldwide,HLT,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Hologic,HOLX,Health Care,Health Care Equipment
Home Depot (The),HD,Consumer Discretionary,Home Improvement Retail
Honeywell,HON,Industrials,Industrial Conglomerates
Hormel Foods,HRL,Consumer Staples,Packaged Foods & Meats
Host Hotels & Resorts,HST,Real Estate,Hotel & Resort REITs
Houlihan Lokey,HLI,Financials,unknown
Howard Hughes Holdings,HHH,Real Estate,unknown
Howmet Aerospace,HWM,Industrials,Aerospace & Defense
HP Inc.,HPQ,Information Technology,"Technology Hardware, Storage & Peripherals"
Hubbell Incorporated,HUBB,Industrials,Industrial Machinery & Supplies & Components
HubSpot,HUBS,Information Technology,unknown
Humana,HUM,Health Care,Managed Health Care
Huntington Bancshares,HBAN,Financials,Regional Banks
Huntington Ingalls Industries,HII,Industrials,Aerospace & Defense
Huntsman Corporation,HUN,Materials,unknown
Hyatt Hotels,H,Consumer Discretionary,unknown
IAC Inc.,IAC,Communication Services,unknown
IBM,IBM,Information Technology,IT Consulting & Other Services
Idacorp,IDA,Utilities,Electric Utilities
IDEX Corporation,IEX,Industrials,Industrial Machinery & Supplies & Components
Idexx Laboratories,IDXX,Health Care,Health Care Equipment
Illinois Tool Works,ITW,Industrials,Industrial Machinery & Supplies & Components
"Illumina, Inc.",ILMN,Health Care,Life Sciences Tools & Services
Incyte,INCY,Health Care,Biotechnology
Informatica,INFA,Information Technology,unknown
Ingersoll Rand,IR,Industrials,Industrial Machinery & Supplies & Components
Ingram Micro,INGM,Information Technology,Technology Distributors
Ingredion,INGR,Consumer Staples,Agricultural Products & Services
Inspire Medical Systems,INSP,Health Care,unknown
Insulet,PODD,Health Care,unknown
Intel,INTC,Information Technology,Semiconductors
Interactive Brokers,IBKR,Financials,Investment Banking & Brokerage
Intercontinental Exchange,ICE,Financials,Financial Exchanges & Data
International Flavors & Fragrances,IFF,Materials,Specialty Chemicals
International Paper,IP,Materials,Paper & Plastic Packaging Products & Materials
Interpublic Group of Companies (The),IPG,Communication Services,Advertising
Intuit,INTU,Information Technology,Application Software
Intuitive Surgical,ISRG,Health Care,Health Care Equipment
Invesco,IVZ,Financials,Asset Management & Custody Banks
Invitation Homes,INVH,Real Estate,unknown
Ionis Pharmaceuticals,IONS,Health Care,unknown
IPG Photonics,IPGP,Information Technology,Electronic Manufacturing Services
IQVIA,IQV,Health Care,Life Sciences Tools & Services
Iridium Communications,IRDM,Communication Services,unknown
Iron Mountain,IRM,Real Estate,Other Specialized REITs
ITT Inc.,ITT,Industrials,Industrial Machinery & Supplies & Components
Jabil,JBL,Information Technology,Electronic Manufacturing Services
Jacobs Solutions,J,Industrials,Construction & Engineering
Janus Henderson,JHG,Financials,Asset Management & Custody Banks
Jazz Pharmaceuticals,JAZZ,Health Care,Pharmaceuticals
J. B. Hunt,JBHT,Industrials,Cargo Ground Transportation
Jefferies Financial Group,JEF,Financials,Multi-Sector Holdings
Johnson & Johnson,JNJ,Health Care,Pharmaceuticals
Johnson Controls,JCI,Industrials,Building Products
Jones Lang LaSalle,JLL,Real Estate,Real Estate Services
JPMorgan Chase,JPM,Financials,Diversified Banks
Juniper Networks,JNPR,Information Technology,Communications Equipment
"KBR, Inc.",KBR,Industrials,Diversified Support Services
Kellanova,K,Consumer Staples,Packaged Foods & Meats
Kemper Corporation,KMPR,Financials,Multi-line Insurance
Kenvue,KVUE,Consumer Staples,Personal Care Products
Keurig Dr Pepper,KDP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
Keycorp,KEY,Financials,Regional Banks
Keysight,KEYS,Information Technology,Electronic Equipment & Instruments
Kilroy Realty,KRC,Real Estate,unknown
Kimberly-Clark,KMB,Consumer Staples,Household Products
Kimco Realty,KIM,Real Estate,Retail REITs
Kinder Morgan,KMI,Energy,Oil & Gas Storage & Transportation
Kinsale Capital Group,KNSL,Financials,unknown
Kirby Corporation,KEX,Industrials,Marine
KKR & Co. Inc.,KKR,Financials,Asset Management & Custody Banks
KLA Corporation,KLAC,Information Technology,Semiconductor Materials & Equipment
Knight-Swift,KNX,Industrials,Cargo Ground Transportation
Kohl's,KSS,Consumer Discretionary,General Merchandise Stores
Kraft Heinz,KHC,Consumer Staples,Packaged Foods & Meats
Kroger,KR,Consumer Staples,Food Retail
Kyndryl,KD,Information Technology,IT Consulting & Other Services
L3Harris,LHX,Industrials,Aerospace & Defense
Labcorp,LH,Health Care,Health Care Services
Lam Research,LRCX,Information Technology,Semiconductor Materials & Equipment
Lamar Advertising,LAMR,Real Estate,Other Specialized REITs
Lamb Weston,LW,Consumer Staples,Packaged Foods & Meats
Landstar,LSTR,Industrials,Cargo Ground Transportation
Las Vegas Sands,LVS,Consumer Discretionary,Casinos & Gaming
Lattice Semiconductor,LSCC,Information Technology,Semiconductors
Lazard,LAZ,Financials,unknown
Lear Corporation,LEA,Consumer Discretionary,Automotive Parts & Equipment
Leggett & Platt,LEG,Consumer Discretionary,Home Furnishings
Leidos,LDOS,Industrials,Diversified Support Services
Lennar (Class A),LEN,Consumer Discretionary,Homebuilding
Lennar (Class B),LEN.B,Consumer Discretionary,Homebuilding
Lennox International,LII,Industrials,Building Products
Liberty Broadband (Series A),LBRDA,Communication Services,unknown
Liberty Broadband (Series C),LBRDK,Communication Services,unknown
Liberty Global (Series A),LBTYA,Communication Services,Cable & Satellite
Liberty Global (Series C),LBTYK,Communication Services,Cable & Satellite
Liberty Formula 1 (Series A),FWONA,Communication Services,unknown
Liberty Formula 1 (Series C),FWONK,Communication Services,unknown
Liberty Live (Series A),LLYVA,Communication Services,unknown
Liberty Live (Series C),LLYVK,Communication Services,unknown
Light & Wonder,LNW,Consumer Discretionary,Casinos & Gaming
Lilly (Eli),LLY,Health Care,Pharmaceuticals
Lincoln Electric,LECO,Industrials,Industrial Machinery & Supplies & Components
Lincoln Financial,LNC,Financials,Multi-line Insurance
Linde plc,LIN,Materials,Industrial Gases
"Lineage, Inc.",LINE,Real Estate,Industrial REITs
Lithia Motors,LAD,Consumer Discretionary,Automotive Retail
Littelfuse,LFUS,Information Technology,Electronic Components
Live Nation Entertainment,LYV,Communication Services,Movies & Entertainment
LKQ Corporation,LKQ,Consumer Discretionary,Distributors
Loar Holdings,LOAR,Industrials,Aerospace & Defense
Lockheed Martin,LMT,Industrials,Aerospace & Defense
Loews Corporation,L,Financials,Multi-line Insurance
Louisiana-Pacific,LPX,Materials,Forest Products
Lowe's,LOW,Consumer Discretionary,Home Improvement Retail
LPL Financial,LPLA,Financials,unknown
Lucid Motors,LCID,Consumer Discretionary,Automobile Manufacturers
Lululemon Athletica,LULU,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
Lumentum,LITE,Information Technology,unknown
Lyft,LYFT,Industrials,Passenger Ground Transportation
LyondellBasell,LYB,Materials,Specialty Chemicals
M&T Bank,MTB,Financials,Regional Banks
MACOM Technology Solutions,MTSI,Information Technology,Semiconductors
"Macy's, Inc.",M,Consumer Discretionary,Department Stores
Madison Square Garden Sports,MSGS,Communication Services,unknown
Manhattan Associates,MANH,Information Technology,unknown
ManpowerGroup,MAN,Industrials,Human Resource & Employment Services
Maplebear Inc.,CART,Consumer Staples,Food Retail
Marathon Petroleum,MPC,Energy,Oil & Gas Refining & Marketing
Markel,MKL,Financials,unknown
MarketAxess,MKTX,Financials,Financial Exchanges & Data
Marriott International,MAR,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Marriott Vacations Worldwide,VAC,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
Marsh McLennan,MMC,Financials,Insurance Brokers
Martin Marietta Materials,MLM,Materials,Construction Materials
Marvell Technology,MRVL,Information Technology,Semiconductors
Masco,MAS,Industrials,Building Products
Masimo,MASI,Health Care,Health Care Equipment
MasTec,MTZ,Industrials,Construction & Engineering
Mastercard,MA,Financials,Transaction & Payment Processing Services
Matador Resources,MTDR,Energy,Oil & Gas Exploration & Production
Match Group,MTCH,Communication Services,Interactive Media & Services
Mattel,MAT,Consumer Discretionary,Leisure Products
McCormick & Company,MKC,Consumer Staples,Packaged Foods & Meats
McDonald's,MCD,Consumer Discretionary,Restaurants
McKesson Corporation,MCK,Health Care,Health Care Distributors
MDU Resources,MDU,Utilities,Multi-Utilities
Medical Properties Trust,MPW,Real Estate,Health Care REITs
Medpace,MEDP,Health Care,unknown
Medtronic,MDT,Health Care,Health Care Equipment
Merck & Co.,MRK,Health Care,Pharmaceuticals
Meta Platforms,META,Communication Services,Interactive Media & Services
Metlife,MET,Financials,Life & Health Insurance
Mettler Toledo,MTD,Health Care,Life Sciences Tools & Services
MGIC Investment Corporation,MTG,Financials,Reinsurance
MGM Resorts International,MGM,Consumer Discretionary,Casinos & Gaming
Microchip Technology,MCHP,Information Technology,Semiconductors
Micron Technology,MU,Information Technology,Semiconductors
Microsoft,MSFT,Information Technology,Systems Software
MicroStrategy,MSTR,Information Technology,Application Software
Mid-America Apartment Communities,MAA,Real Estate,Residential REITs
Middleby,MIDD,Industrials,Industrial Machinery & Supplies & Components
Millrose Properties,MRP,Consumer Discretionary,Homebuilding
MKS Instruments,MKSI,Information Technology,Semiconductor Materials & Equipment
Moderna,MRNA,Health Care,Biotechnology
Mohawk Industries,MHK,Consumer Discretionary,Home Furnishings
Molina Healthcare,MOH,Health Care,Managed Health Care
Molson Coors,TAP,Consumer Staples,Brewers
Mondelez International,MDLZ,Consumer Staples,Packaged Foods & Meats
MongoDB Inc.,MDB,Information Technology,Systems Software
Monolithic Power Systems,MPWR,Information Technology,Semiconductors
Monster Beverage,MNST,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
Moody's Corporation,MCO,Financials,Financial Exchanges & Data
Morgan Stanley,MS,Financials,Investment Banking & Brokerage
"Morningstar, Inc.",MORN,Financials,unknown
Mosaic Company (The),MOS,Materials,Fertilizers & Agricultural Chemicals
Motorola Solutions,MSI,Information Technology,Communications Equipment
MP Materials,MP,Materials,Diversified Metals & Mining
MSA Safety,MSA,Industrials,Office Services & Supplies
MSC Industrial Direct,MSM,Industrials,Trading Companies & Distributors
MSCI,MSCI,Financials,Financial Exchanges & Data
Murphy USA,MUSA,Consumer Discretionary,unknown
"Nasdaq, Inc.",NDAQ,Financials,Financial Exchanges & Data
Natera,NTRA,Health Care,unknown
National Fuel Gas,NFG,Utilities,Gas Utilities
National Storage Affiliates,NSA,Real Estate,unknown
nCino,NCNO,Information Technology,unknown
Netapp,NTAP,Information Technology,"Technology Hardware, Storage & Peripherals"
Netflix,NFLX,Communication Services,Movies & Entertainment
Neurocrine Biosciences,NBIX,Health Care,Biotechnology
New Fortress Energy,NFE,Energy,unknown
New York Times Company,NYT,Communication Services,Publishing
Newell Brands,NWL,Consumer Discretionary,Housewares & Specialties
NewMarket,NEU,Materials,Specialty Chemicals
Newmont,NEM,Materials,Gold
News Corp (Class A),NWSA,Communication Services,Publishing
News Corp (Class B),NWS,Communication Services,Publishing
Nexstar Media Group,NXST,Communication Services,unknown
NextEra Energy,NEE,Utilities,Multi-Utilities
"Nike, Inc.",NKE,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
NiSource,NI,Utilities,Multi-Utilities
NNN Reit,NNN,Real Estate,Retail REITs
Nordson,NDSN,Industrials,Industrial Machinery & Supplies & Components
Norfolk Southern,NSC,Industrials,Rail Transportation
Northern Trust,NTRS,Financials,Asset Management & Custody Banks
Northrop Grumman,NOC,Industrials,Aerospace & Defense
Norwegian Cruise Line Holdings,NCLH,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
NOV Inc.,NOV,Energy,Oil & Gas Equipment & Services
NRG Energy,NRG,Utilities,Independent Power Producers & Energy Traders
Nubank,NU,Financials,unknown
Nucor,NUE,Materials,Steel
Nutanix,NTNX,Information Technology,unknown
Nvent Electric,NVT,Industrials,unknown
Nvidia,NVDA,Information Technology,Semiconductors
"NVR, Inc.",NVR,Consumer Discretionary,Homebuilding
O'Reilly Auto Parts,ORLY,Consumer Discretionary,Automotive Retail
Occidental Petroleum,OXY,Energy,Oil & Gas Exploration & Production
OGE Energy,OGE,Utilities,Multi-Utilities
"Okta, Inc.",OKTA,Information Technology,Application Software
Old Dominion Freight Line,ODFL,Industrials,Cargo Ground Transportation
Old Republic International,ORI,Financials,Property & Casualty Insurance
Olin Corporation,OLN,Materials,Diversified Chemicals
Ollie's Bargain Outlet,OLLI,Consumer Discretionary,General Merchandise Stores
Omega Healthcare Investors,OHI,Real Estate,unknown
Omnicom Group,OMC,Communication Services,Advertising
ON Semiconductor,ON,Information Technology,Semiconductors
OneMain Financial,OMF,Financials,unknown
Oneok,OKE,Energy,Oil & Gas Storage & Transportation
Onto Innovation,ONTO,Information Technology,Semiconductor Materials & Equipment
Oracle Corporation,ORCL,Information Technology,Application Software
Organon & Co.,OGN,Health Care,Pharmaceuticals
Oshkosh Corporation,OSK,Industrials,Construction Machinery & Heavy Transportation Equipment
Otis Worldwide,OTIS,Industrials,Industrial Machinery & Supplies & Components
Ovintiv,OVV,Energy,unknown
Owens Corning,OC,Industrials,Building Products
Paccar,PCAR,Industrials,Construction Machinery & Heavy Transportation Equipment
Packaging Corporation of America,PKG,Materials,Paper & Plastic Packaging Products & Materials
Palantir Technologies,PLTR,Information Technology,Internet Services & Infrastructure
Palo Alto Networks,PANW,Information Technology,Systems Software
Paramount Global (Class A),PARAA,Communication Services,Movies & Entertainment
Paramount Global (Class B),PARA,Communication Services,Movies & Entertainment
Park Hotels & Resorts,PK,Real Estate,Hotel & Resort REITs
Parker Hannifin,PH,Industrials,Industrial Machinery & Supplies & Components
Parsons Corporation,PSN,Industrials,Aerospace & Defense
Paychex,PAYX,Industrials,Human Resource & Employment Services
Paycom,PAYC,Information Technology,Application Software
Paylocity,PCTY,Information Technology,Application Software
PayPal,PYPL,Financials,Transaction & Payment Processing Services
Pegasystems,PEGA,Information Technology,unknown
Penn Entertainment,PENN,Consumer Discretionary,Casinos & Gaming
Penske Automotive Group,PAG,Consumer Discretionary,unknown
Pentair,PNR,Industrials,Industrial Machinery & Supplies & Components
"Penumbra, Inc.",PEN,Health Care,Health Care Equipment
PepsiCo,PEP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
Performance Food Group,PFGC,Consumer Staples,Food Distributors
Permian Resources,PR,Energy,Oil & Gas Exploration & Production
Perrigo,PRGO,Health Care,Pharmaceuticals
Pfizer,PFE,Health Care,Pharmaceuticals
PG&E Corporation,PCG,Utilities,unknown
Philip Morris International,PM,Consumer Staples,Tobacco
Phillips 66,PSX,Energy,Oil & Gas Refining & Marketing
Pilgrim's Pride,PPC,Consumer Staples,Packaged Foods & Meats
Pinnacle Financial Partners,PNFP,Financials,Regional Banks
Pinnacle West Capital,PNW,Utilities,Multi-Utilities
Pinterest,PINS,Communication Services,unknown
Planet Fitness,PLNT,Consumer Discretionary,unknown
Playtika,PLTK,Communication Services,unknown
PNC Financial Services,PNC,Financials,Regional Banks
Polaris Inc.,PII,Consumer Discretionary,Leisure Products
Pool Corporation,POOL,Consumer Discretionary,Distributors
"Popular, Inc.",BPOP,Financials,unknown
Post Holdings,POST,Consumer Staples,Packaged Foods & Meats
PPG Industries,PPG,Materials,Specialty Chemicals
PPL Corporation,PPL,Utilities,Electric Utilities
"Premier, Inc.",PINC,Health Care,unknown
T. Rowe Price,TROW,Financials,Asset Management & Custody Banks
Primerica,PRI,Financials,Life & Health Insurance
Principal Financial Group,PFG,Financials,Life & Health Insurance
Procore,PCOR,Information Technology,unknown
Procter & Gamble,PG,Consumer Staples,Personal Care Products
Progressive Corporation,PGR,Financials,Property & Casualty Insurance
Prologis,PLD,Real Estate,Industrial REITs
Prosperity Bancshares,PB,Financials,Regional Banks
Prudential Financial,PRU,Financials,Life & Health Insurance
PTC Inc.,PTC,Information Technology,Application Software
Public Storage,PSA,Real Estate,Self-Storage REITs
Public Service Enterprise Group,PEG,Utilities,Electric Utilities
PulteGroup,PHM,Consumer Discretionary,Homebuilding
Pure Storage,PSTG,Information Technology,unknown
PVH Corp.,PVH,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
Qiagen,QGEN,Health Care,unknown
Qorvo,QRVO,Information Technology,Semiconductors
Qualcomm,QCOM,Information Technology,Semiconductors
Quanta Services,PWR,Industrials,Construction & Engineering
QuantumScape,QS,Consumer Discretionary,unknown
Quest Diagnostics,DGX,Health Care,Health Care Services
QuidelOrtho,QDEL,Health Care,Health Care Supplies
Ralph Lauren Corporation,RL,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
Range Resources,RRC,Energy,Oil & Gas Exploration & Production
Raymond James Financial,RJF,Financials,Investment Banking & Brokerage
Rayonier,RYN,Real Estate,Timber REITs
RB Global,RBA,Industrials,unknown
RBC Bearings,RBC,Industrials,unknown
Realty Income,O,Real Estate,Retail REITs
Regal Rexnord,RRX,Industrials,Electrical Components & Equipment
Regency Centers,REG,Real Estate,Retail REITs
Regeneron Pharmaceuticals,REGN,Health Care,Biotechnology
Regions Financial Corporation,RF,Financials,Regional Banks
Reinsurance Group of America,RGA,Financials,Reinsurance
"Reliance, Inc.",RS,Materials,Steel
RenaissanceRe,RNR,Financials,Reinsurance
Repligen,RGEN,Health Care,Biotechnology
Republic Services,RSG,Industrials,Environmental & Facilities Services
Resmed,RMD,Health Care,Health Care Equipment
Revvity,RVTY,Health Care,Health Care Equipment
Rexford Industrial,REXR,Real Estate,unknown
Reynolds Consumer Products,REYN,Consumer Staples,unknown
RH,RH,Consumer Discretionary,Homefurnishing Retail
RingCentral,RNG,Information Technology,unknown
Rithm Capital,RITM,Financials,unknown
Rivian,RIVN,Consumer Discretionary,unknown
RLI Corp.,RLI,Financials,unknown
Robert Half,RHI,Industrials,Human Resource & Employment Services
Robinhood Markets,HOOD,Financials,unknown
Roblox Corporation,RBLX,Communication Services,unknown
Rocket Companies,RKT,Financials,unknown
Rockwell Automation,ROK,Industrials,Electrical Components & Equipment
Roivant Sciences,ROIV,Health Care,unknown
"Roku, Inc.",ROKU,Communication Services,unknown
"Rollins, Inc.",ROL,Industrials,Environmental & Facilities Services
Roper Technologies,ROP,Industrials,Industrial Conglomerates
Ross Stores,ROST,Consumer Discretionary,Apparel Retail
